example_id,conv_id,target_tweet_id,target_author_id,target_created_ts,customer_message,prior_context,intent,intent_confidence,secondary_intent,resolution_observable,resolution_type,escalation_label,escalation_reason,noise_flag,ambiguity_flag,annotator_notes,sampling_bucket_primary,is_conflict,sample_slice,is_first_inbound,target_position,n_inbound_total,conv_tweets_total,n_brand_tweets_total,message_chars,message_words,has_brand_reply_after,reference_brand_reply,data_split,sample_source,includes_future_context,leakage_safe
BA_28722,28722,139745,147523,2017-11-24 15:06:37+05:30,@British_Airways can I also ask is it a full fare for a 2 year old and a 3 year old? London to Barbados? Thank you,,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Child-fare question; schedule not yet released but fare rule answered.,noise_or_off_topic,False,main,True,1,2,5,3,114,25,True,"@147523 Hi Jesse’s mum! That schedule hasn’t been released yet. You’ll be able to see it in 4 days (28 November). Your little ones pay a Child fare, which is a reduced fare compare to an adult fare. 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_288483,288483,1189904,385718,2017-10-25 03:23:37+05:30,Dear @British_Airways Sorry but again problem with my seating. I thought your policy was first come first serves basis? What’s wrong!! 😩,,seat_or_upgrade,high,,INFORMATION_PROVIDED,status_update,AUTO_HANDLE,,FALSE,none,Reassigned seats; policy question answered (change of aircraft triggers robotic reassignment).,information_or_policy,False,main,True,1,4,6,2,136,22,True,@385718 Sorry Lily. If we have a change of aircraft this can happen and the seats are re-assigned robotically. 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_291361,291361,1201513,280761,2017-10-25 15:39:14+05:30,@British_Airways Good Morning! Is it correct that I can have a Avois Number and a Frequent Flyer Number in my Booking?(1),,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Can a booking hold both an Avios number and a frequent-flyer number? Answered.,other,False,main,True,1,1,2,1,121,21,True,@280761 Yes that's right Maximilian. If your Avios number is the first number in your booking that will be picked up for Avios Points. 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_294773,294773,1215796,405293,2017-10-25 20:06:29+05:30,@British_Airways How can I contact you regarding cancelling a return flight? I can not phone as I live abroad and you do not have an email address???,,booking_change_or_cancellation,high,contact_or_human_escalation_request,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,multi_intent,Wants to cancel a return flight but cannot phone from abroad; asks for contact channel.,booking_change_or_cancellation,True,borderline,True,1,1,3,2,149,27,True,"@405293 We're sorry you're having problems contacting our Change Booking team. Please DM us the booking reference, full name, address and mobile 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_301699,301699,1242420,411454,2017-10-26 00:40:02+05:30,"@British_Airways how about testing a new website before launching, very buggy in Chrome #badUX",,website_or_app_issue,high,,UNRESOLVED,action_offered,AUTO_HANDLE,,FALSE,none,Website buggy in Chrome; brand asked for device/browser details.,website_or_app_issue,False,main,True,1,1,2,1,94,14,True,"@411454 We're sorry to hear that you've had issues, Adam. Have you tried another browser and/or device? ^Julie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_307083,307083,1264776,416165,2017-10-26 13:50:17+05:30,@British_Airways So why have I been told that flight BA8492 is delayed by 1hr when FlightAware tells me the plane landed last night???,,flight_disruption,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Status discrepancy (told delayed vs FlightAware landed); agent needs booking details via DM.,flight_disruption,False,main,True,1,1,2,1,134,23,True,"@416165 Hi Mark, we apologise for the delay. Could you DM us your booking reference, full name and phone number? ^Chris",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_317554,317554,1306207,425245,2017-10-16 06:32:59+05:30,Another 2 hour delay -thanks @British_Airways. Every time I travel with you..,,flight_disruption,medium,,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,FALSE,none,Recurrent 2-hour delays; frustration vent; apology only.,flight_disruption,False,main,True,1,1,3,2,77,12,True,"@425245 We're disappointed to hear that, Russ. We hope the airport staff offered you an explanation for the delay. Please accept our 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_318162,318162,1308401,425762,2017-10-27 00:31:37+05:30,Hi @British_Airways - I read that there is a strike planned for Italy tomorrow. Will this impact BA572 flight to Milan Malpensa? Thanks.,,flight_disruption,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Impact of planned Italy strike on BA572; expected to operate normally.,noise_or_off_topic,False,main,True,1,1,2,1,136,23,True,"@425762 Hi, we're expecting BA572 to operate normally this morning. You can check the latest info at https://t.co/BFVbm8WBFe. ^BS",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_321039,321039,1320705,428369,2017-10-27 03:54:56+05:30,@British_Airways Hooray for BA.#ThomasCookAirlines bumped my son in Cancun. BA flying him home !,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Hooray for BA after another airline bumped his son.,other,False,main,True,1,1,2,1,96,14,True,"@428369 Great to hear this, Richard! We hope he has a nice flight. ^Danielle",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_32439,32439,154718,151465,2017-11-24 20:32:45+05:30,"@British_Airways Hi, when travelling on an international flight, is it fine for me to carry a skateboard as a hand luggage?",,baggage,high,information_or_policy,INFORMATION_PROVIDED,link_or_reference,AUTO_HANDLE,,FALSE,none,Skateboard as hand luggage; allowed if within dimensions; link provided.,baggage,False,main,True,1,2,4,2,123,21,True,"@151465 Hi Theo. As long as fits the dimensions for any hand luggage, will be fine. Please find more info in the following link https://t.co/D7SBviVNUr Do you have a case for it? ^Monica",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_32854,32854,156273,151888,2017-11-24 21:26:18+05:30,Well @British_Airways has definitely gone downhill quite sharply recently. This is the current food situation in the Business Class lounge. 📸 by my Dad. https://t.co/3sXtIgLNUz,,contact_or_human_escalation_request,high,,APOLOGY_ONLY,empathy_only,ESCALATE,complaint_or_human_judgment,FALSE,none,Business-class lounge food complaint with photo; apology plus feedback routing.,other,False,main,True,1,3,5,2,176,25,True,@151888 Hi Michelle. Sorry for the late reply. I hope the food situation has improved since. Please pass our apologies on to your dad. Which airport are we talking about so we can feed this back? ^Monica,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_331684,331684,1365097,286385,2017-10-28 02:21:08+05:30,"Filthy seat, careless service and 6500€ wasted on a business class ticket @British_Airways to LA with the new A380. Another disappointment. https://t.co/y8a3WeLnVz",,contact_or_human_escalation_request,high,seat_or_upgrade,UNRESOLVED,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,multi_intent,"Filthy seat, careless service on a GBP6500 business ticket; product complaint, brand asked flight number.",seat_or_upgrade,False,main,True,1,1,2,1,163,22,True,"@286385 That's disappointing to hear, Giovanna! If you let me know your flight number, I'll be happy to feed this back for you. ^BS",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_334633,334633,1376254,391303,2017-10-27 23:10:19+05:30,@British_Airways flew on your 777 to St Lucia from Gatwick. Big disappointment. Poor food and enterntainment system from the 80’s 👎🏽,,contact_or_human_escalation_request,high,,APOLOGY_ONLY,empathy_only,ESCALATE,complaint_or_human_judgment,FALSE,none,Poor food and outdated entertainment on the 777 to St Lucia; product complaint.,other,False,main,True,1,1,2,1,132,21,True,@391303 Hi Rahul.  We're sorry you didn't enjoy your experience with us today.  We hope your child is feeling better soon.  ^N,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_336228,336228,1382544,441756,2017-10-28 03:40:56+05:30,Hey @British_Airways. Stuck on flight BA0015 at Heathrow. Everyones is getting a bit stressed. Any chance you can just crack the bar open?,,flight_disruption,medium,,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,FALSE,none,Stuck on an aircraft at Heathrow with a jokey bar request; apology only.,flight_disruption,False,main,True,1,1,2,1,138,23,True,"@441756 We're sorry for the inconvenience caused, Mike. We hope the flight crew kept you informed. ^Linda",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_33704,33704,159793,126586,2017-11-24 23:40:17+05:30,@British_Airways the worst customer service I’ve experienced! Been on the phone trying to sort out my flight today for an hour and have had no help at all.. disgraceful https://t.co/2BmAoWZocK,,contact_or_human_escalation_request,high,flight_disruption,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,none,Needs help with flight that day; one hour on phone with no help; DM offered.,contact_or_complaint,False,main,True,1,1,2,1,192,30,True,"@126586 That’s concerning to hear, Sophie. Please DM your booking reference, address and email so we can have a look. ^Monica",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_337964,337964,1388622,441828,2017-10-28 15:38:36+05:30,It seems that @British_Airways is now Ryanair but twice as expensive https://t.co/05qsK5KYAJ,,contact_or_human_escalation_request,medium,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,unclear_intent,Snarky complaint that BA is now like a budget carrier; brand offers ticket-type review via DM.,other,False,main,True,1,7,10,3,92,12,True,"@441828 Hi Tim, we're sorry you feel this way. If you would like us to look into the type of ticket you purchased please DM your number, email 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_34921,34921,164471,154115,2017-11-25 00:41:08+05:30,@British_Airways Will I get tier points if I pay partially with my Avios?,,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Avios part-pay tier-point rule; answered in-thread.,refund_or_compensation,False,main,True,1,1,2,1,73,13,True,"@154115 Hi, Ambar. If you would be looking to reduce the cost by part paying with Avios, then yes you would receive any eligible Tier points. I hope this helps. ^Lisa",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_349968,349968,1437596,453729,2017-11-02 03:57:05+05:30,@British_Airways what is the best number to call in an emergency!,,contact_or_human_escalation_request,high,,INFORMATION_PROVIDED,link_or_reference,AUTO_HANDLE,,FALSE,none,Best number to call in an emergency; contact-details link given.,contact_or_complaint,True,borderline,True,1,1,3,2,65,11,True,"@453729 We're sorry for the delay in responding to you, Adam. Please follow this link for our contact details: https://t.co/eZHtMInQRK. 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_351856,351856,1445389,374528,2017-04-25 23:22:38+05:30,Hi @British_Airways I'm filing a lawsuit against you guys in the US. Where should I have my lawyer send the paperwork?,,contact_or_human_escalation_request,high,,INFORMATION_PROVIDED,direct_answer,ESCALATE,legal_or_regulatory_risk,FALSE,none,Filing a lawsuit; brand provided the Customer Relations address for legal correspondence.,other,False,main,True,1,3,7,4,118,21,True,"@374528 Hi Paul, you can send it to: British Airways,
Customer Relations (S506) ,
PO Box 1126,
Uxbridge,
UB8 9XS,
United Kingdom.  ^L",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_358073,358073,1468576,381717,2017-11-03 04:38:32+05:30,@British_Airways Shockingly-bleak connection from Montego Bay to Kingston. A disappointing start to my trip back to London today.,,contact_or_human_escalation_request,medium,,UNRESOLVED,action_offered,UNCERTAIN,complaint_or_human_judgment,FALSE,none,Disappointing connection experience; brand asked what went wrong.,other,False,main,True,1,1,2,1,129,18,True,"@381717 Hi Milla, what was it about the flight that you didn't enjoy? ^Kimbers",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_358078,358078,1468599,460884,2017-11-03 01:36:17+05:30,"Well done @British_Airways , check in 6 hours before my flight and still my bag can't get to the plane, stuff I need for a business meeting",,baggage,high,contact_or_human_escalation_request,INFORMATION_PROVIDED,status_update,ESCALATE,other,FALSE,none,Sarcastic well-done about a bag not loaded after early check-in; brand explained possible customs/security reason.,baggage,False,main,True,1,2,5,3,139,27,True,"@460884 We're so sorry, Nigel. Sometimes a bag is removed from the baggage belt by security or customs and then has to go back through the 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_361147,361147,1479900,463640,2017-11-03 11:52:35+05:30,@British_Airways Malta flight has been delayed 2 hours but due to connect to NCL via LHR at 12:20. What happens if I don't arrive on time?,,flight_disruption,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Malta delay may cause a missed connection; brand explains airport rebooking handling.,flight_disruption,False,main,True,1,2,5,3,138,26,True,"@463640 Hi Adam,  sorry for the delay to your flight from Malta. Is your flight to Newcastle on the same booking? If so, our airport staff will 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_362535,362535,1485103,464870,2017-10-16 19:20:40+05:30,"@British_Airways So last month, when BA BA66 to London late, so missed Moscow connection BA downgraded me and  pay £1.52 compensation!!!",,refund_or_compensation,high,flight_disruption,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,compensation,FALSE,multi_intent,Missed Moscow connection after BA66 late; downgrade plus tiny GBP1.52 compensation; DM call-back offered.,refund_or_compensation,False,main,True,1,1,2,1,136,21,True,@464870 I think we need to look into this. Can you DM us your phone number so that we can call you to discuss this? ^Linds,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_365162,365162,1495367,197773,2017-11-03 14:39:36+05:30,"In term 5 @119137 waiting for delayed NCL @British_Airways flight, the fog is so think I can’t see planes sitting in front of me",,flight_disruption,high,,APOLOGY_ONLY,empathy_only,AUTO_HANDLE,,FALSE,none,Fog delay at Newcastle; apology and sympathy.,flight_disruption,False,main,True,1,2,4,2,128,24,True,"@197773 We're really sorry you've been affected by the weather disruption, Simon. We hope you're not kept waiting too much longer. ^HP",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_375254,375254,1535645,476163,2017-11-03 23:17:50+05:30,"Thanks to @British_Airways and their “weather” related cancellations in LHR today, I’m down an additional £105 for train from LHR to Leeds",,refund_or_compensation,high,flight_disruption,UNCLEAR,empathy_only,ESCALATE,compensation,FALSE,multi_intent,Out-of-pocket GBP105 train cost after weather cancellations; compensation-bound; reply truncated at 1/2.,booking_change_or_cancellation,False,main,True,1,1,3,2,138,22,True,"@476163 Sorry for any inconvenience, c00sa. We understand how frustrating cancellations can be, however they're sometimes unavoidable, 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_379506,379506,1551482,480095,2017-11-03 23:48:48+05:30,@British_Airways Terrible service at Heathrow this morning. Now stuck in Madrid trying to get to Havana without going via Med city. HELP?,,flight_disruption,high,contact_or_human_escalation_request,UNRESOLVED,action_offered,ESCALATE,other,FALSE,multi_intent,Stranded in Madrid trying to reach Havana; needs rebooking; brand asks if rebooked.,flight_disruption,False,main,True,1,1,2,1,137,22,True,"@480095 Hi Alison, we're sorry we were unable to get back to you sooner. Have you managed to get your flight rebooked? ^Natalie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_383968,383968,1568994,484033,2017-11-04 16:02:44+05:30,Couldn't believe how much the flight attendant from @British_Airways looked like my friend @80569 😂 thanks for being a sport and posing for a photo dude 👊🏻 https://t.co/9bMoTK3KJq,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Flight attendant lookalike banter.,information_or_policy,False,main,True,1,2,4,2,179,28,True,"@484033 Thanks for your Tweet, Louis. I hope you had a great flight too! ^Kev",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_408652,408652,1662382,187666,2017-11-06 13:24:58+05:30,@British_Airways I’m on the 9:05 shuttle MAN-LHR. Connection to IAD at 11:25. Will I make it?,,flight_disruption,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Shuttle delay threatens an IAD connection; brand needs booking details via DM.,other,False,main,True,1,7,14,7,93,16,True,"@187666 We’re sorry you’ve been delayed, Natalie. Please DM us your booking ref, email and contact number and we’ll check this out further for you^C",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_40901,40901,189587,160467,2017-10-04 17:43:14+05:30,@British_Airways great flight newcastle to Heathrow  looking forward to next one to JFK New York thank you BA good one.,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Praise for a flight; resolution not applicable.,noise_or_off_topic,False,main,True,1,1,3,2,119,20,True,@160467 Hi Darren. We're pleased you had a pleasant flight to London from Newcastle. We're looking forward to welcoming you on board with us 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_409290,409290,1665463,507453,2017-11-06 13:41:53+05:30,"@British_Airways   I flight to London ,my final destination is  Torino.i ask connection of these flights and luggage  to final destination.",,baggage,high,information_or_policy,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Asks whether luggage is checked through and about connection; brand needs booking details.,baggage,False,main,True,1,3,7,4,139,20,True,"@507453 Hi Chiara, we'd need to check your booking to advise on connection times and baggage allowances. Please DM your full name, booking ref 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_409640,409640,1666837,507738,2017-11-06 16:34:41+05:30,Arrived in Lyon to celebrate my birthdays. Bags didn’t make it 😢@British_Airways,,baggage,high,,UNRESOLVED,action_offered,ESCALATE,other,FALSE,none,"Bags failed to arrive in Lyon; bag-reunion promised, outcome not in thread.",baggage,False,main,True,1,1,2,1,80,12,True,"@507738 We’re sorry to hear this Kian, our team is working hard to reunite you with your bags as soon as possible. ^Kieran",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_410230,410230,1669175,508246,2017-11-05 21:33:24+05:30,@British_Airways can you please DM me about missing flight credits please. Thanks,,refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,none,Missing flight credits; DM details requested.,contact_or_complaint,False,main,True,1,2,5,3,81,12,True,"@508246 Hi Derry, can you DM us your full name, Executive Club number, email address, tel number and any applicable booking refs please? ^Linds",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_410381,410381,1669769,508371,2017-11-06 16:57:02+05:30,"@British_Airways BA219... 9hr flight, no USB charger slots and a faulty B&amp;W only screen. Disgraceful. Totally disgraceful.😕 https://t.co/ZN5Z7CCiOc",,contact_or_human_escalation_request,high,,APOLOGY_ONLY,empathy_only,ESCALATE,complaint_or_human_judgment,FALSE,none,No USB ports and a faulty screen on BA219; brand passes feedback to the CX team.,refund_or_compensation,False,main,True,1,1,2,1,151,18,True,"@508371 Our apologies for this, Zoffin! This certainly isn't how it should be. We'll pass this on to our Customer Experience team. ^Alex",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_417056,417056,1694699,232745,2017-11-07 00:17:11+05:30,Seats 1K &amp; 2K on @British_Airways 246 GRU-LHR overnight 🥂 cheers! https://t.co/54ng0NhFuP,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Enjoying First-class seats; cheers post.,seat_or_upgrade,False,main,True,1,2,4,2,93,12,True,"@232745 Cheers, David! You both look like you're enjoying First. Have a great flight. ^Lindy",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_423824,423824,1719300,520479,2017-11-08 04:36:47+05:30,"@British_Airways A bad back so I can't sit in the rows by the emergency exits. Need to incline the back rest. My husband, too. Thank you.","[CUSTOMER @ 2017-11-07 04:16:01+05:30] @British_Airways I have  flights with you (in March 2018) and want to know if it's possible to select seats now without extra costs. Thanks.
[BRAND @ 2017-11-07 12:17:05+05:30] @520479 Hi Judy, do you have a medical condition we need to know about or are you a member of the Executive Club?  ^Marie",seat_or_upgrade,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,other,FALSE,none,Later-position turn; medical back condition requires an inclineable non-exit-row seat; brand needs more info via DM.,noise_or_off_topic,False,main,False,3,3,5,2,137,26,True,"@520479 Hi, Judy. Could you DM us a bit more info please? We'll also need your booking ref, email and contact number. Many thanks. ^Lisa",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_424561,424561,1722264,135701,2017-11-07 13:47:25+05:30,Gate&gt;Customs&gt;Car in less than 7mins! Thanks #T5 and @119137 @British_Airways #keepsmerolling,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Fast airport transit praise post.,noise_or_off_topic,False,main,True,1,1,2,1,98,11,True,"@135701 Wow, that is some going, Chris.  Going to call you Speedy from now on!  Enjoy the rest of your day!  ^Marie",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_440828,440828,1781920,535372,2017-10-17 21:36:21+05:30,@British_Airways I've just been charged by TOURVEST-BA on a day I didn't fly with BA. Didn't buy anything the entire month. Explain please.,,refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,none,Unexplained TOURVEST-BA charge on a day not flown.,refund_or_compensation,False,main,True,1,1,3,2,139,23,True,"@535372 Hi Dju. Could you drop us a DM including your full name, email, full address and any other information...1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_442748,442748,1787615,324589,2017-10-18 05:02:52+05:30,@British_Airways  thx for incredible assistance this evening. BA at its finest thank you!,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Thanks for great assistance.,noise_or_off_topic,False,main,True,1,1,2,1,89,13,True,"@324589 You're more than welcome, John. Thanks for the lovely feedback! ^Lolly",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_451515,451515,1813674,544861,2017-10-15 14:12:16+05:30,"@British_Airways trying to check in for early flight tom, saying locked try again in 24 hrs can you help ?",,website_or_app_issue,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Online check-in locked with a 24-hour message; check in at the airport instead.,other,False,main,True,1,1,2,1,106,20,True,"@544861 I’m not able to assist you with online check in, Stewart. You will need to check in at the airport. My apologies for any inconvenience. ^DR",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_465615,465615,1863122,177375,2017-10-20 15:31:31+05:30,@British_Airways How is it technicaly possible that I only see 3 of 4 legs (1 ticket) in my account? There are 4 in the pnr.,,website_or_app_issue,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Only 3 of 4 legs visible in the account though the PNR has 4; brand needs DM details.,account_or_security,False,main,True,1,3,5,2,124,25,True,"@177375 That does sound odd, Lars. So we can take a look for you, please can you follow us and DM the booking reference, your full name, email 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_466171,466171,1864918,176547,2017-10-20 18:22:25+05:30,"Having had no decent response @British_Airways explaining nasty conditions last 2 flights Montpellier Airport, marketing email unappreciated",,contact_or_human_escalation_request,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,complaint_or_human_judgment,FALSE,none,No proper response about poor conditions on last two flights; brand asked for case references.,contact_or_complaint,False,main,True,1,1,2,1,140,17,True,"@176547 This is concerning to hear, could you please DM us your full name, email address and case references. We’ll look into this for you. ^Kieran",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_470151,470151,1877521,215486,2017-10-30 18:06:13+05:30,"@British_Airways I'm returning on this flight and need a gluten free meal, please (was ordered on outward flight - but wasn't available) https://t.co/HV17IxA1Ms",,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Gluten-free meal needed on the return; unable as a request channel blocked; brand explains self-service via MMB 24h before.,other,False,main,True,1,2,6,4,160,23,True,@215486 Hi Danny. You can request a specific meal yourself on Manage My Booking on https://t.co/2Ty8CEO0Dq. You must do this at least 24 hours 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_472183,472183,1883908,562133,2017-10-22 22:06:00+05:30,"@British_Airways I just booked a flight with you but haven't received a conformation, I don't want to double book - please advise?",,website_or_app_issue,medium,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Booked a flight but no confirmation received; wants to avoid double-booking; brand looks up via DM.,information_or_policy,False,main,True,1,2,3,1,130,22,True,"@562133 Can you DM us the details of your flights, your email address and telephone number so that we can locate your booking in our system? ^Linds",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_475430,475430,1894683,188988,2017-10-24 01:30:07+05:30,@British_Airways I was charged twice for the same flight. Can someone help?,,refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,payment_or_refund,FALSE,none,Charged twice for the same flight.,refund_or_compensation,False,main,True,1,1,2,1,75,12,True,"@188988 Can you send a DM with some more details so we can look into this? Please include booking reference, full name, email and contact number. ^T",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_477490,477490,1900704,566419,2017-10-18 15:03:42+05:30,@British_Airways I will be travelling from South Africa to the UK in December and then back to South Africa in January. Will I be able to bring my laptop as hand luggage on both flights ?,,baggage,high,information_or_policy,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Laptop as hand luggage on both legs S.A.<->UK; answered.,baggage,False,main,True,1,1,2,1,187,36,True,"@566419 Hi, there are currently no restrictions on laptops to and from South Africa.  Please check nearer the time. ^Lynn",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_479193,479193,1905662,567855,2017-10-25 17:10:59+05:30,@British_Airways I want to erase a name in my household account (i’m the head of Household) but there is an error message every time.,,account_or_security,high,website_or_app_issue,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,multi_intent,Head of household cannot remove a name from the EC household account due to a repeated error; DM with screenshot requested.,account_or_security,True,borderline,True,1,2,4,2,133,24,True,"@567855 Hi, Oliver. Please DM us a screen shot of the error message. We would like to look into this for you but also need your Executive Club 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_481598,481598,1913190,569883,2017-10-25 21:58:54+05:30,"How now, @British_Airways ? How do I specify a kosher meal for my Jnb-Cpt flight BA6425 tomorrow?",,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,How to request a kosher meal on a JNB-CPT flight tomorrow; process answered.,information_or_policy,False,main,True,1,1,3,2,97,17,True,"@569883 Hi there. Special kosher meals must be requested online at https://t.co/2Ty8CEO0Dq or directly with us. However, we must have 24 hours 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_481784,481784,1913737,570046,2017-10-31 15:51:37+05:30,@British_Airways happy Halloween to all,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Happy Halloween greeting.,information_or_policy,False,main,True,1,1,2,1,39,5,True,"@570046 You too, Calvin! ^Cec",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_485276,485276,1924852,141131,2017-10-27 11:59:38+05:30,6 minutes to check-in and get through security - love T5 on calm mornings #Heathrow @British_Airways https://t.co/nOmMT4Rwvk,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Six-minute check-in and security praise post.,account_or_security,False,main,True,1,1,2,1,124,17,True,"@141131 Hi Adam, we're very happy to hear you had a smooth check in experience today. We'll pass on your feedback to the airport. ^Claire",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
