example_id,review_priority,customer_message,current_intent,recommended_intent,current_escalation,recommended_escalation,recommended_escalation_reason,ambiguity_flag,intent_review_status,escalation_review_status,status,human_decision_accept,human_final_intent,human_final_escalation,human_notes
BA_567068,HIGH,@British_Airways could you please tell me how we contact your customer services while abroad without having to call?,contact_or_human_escalation_request,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_567093,HIGH,"Shocking phone conversation w @British_Airways customer relations today who basically told us to f*** off when we asked about compensation for extra costs due to 24 hr flight delay - now asked 3 diff ppl, still have no idea!",refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,compensation,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_568345,HIGH,"@British_Airways Oh ok, so it £7 to pick a seat. £10 to pick a seat of the exact same description, no difference and £12 to pick a seat at fire exit. Come on @British_Airways you are not Ryanair or is that who you are setting your standards against. That’s conning the passengers by pretence.",seat_or_upgrade,seat_or_upgrade,ESCALATE,ESCALATE,complaint_or_human_judgment,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_569199,HIGH,@British_Airways people are quick to complain however I wanted to say how Fantastic the crew were on BA143 on Wednesday. Best crew I’ve had the pleasure of flying with.,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_57162,HIGH,Thank you @British_Airways for upgrade to first this week - so much more peaceful 😌 https://t.co/5ivOJDyV8f,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_577348,HIGH,According to @British_Airways this is “leg room” I am 5’ 11” so not a giant! https://t.co/sC6T174KqS,seat_or_upgrade,seat_or_upgrade,ESCALATE,AUTO_HANDLE,,none,KEEP_PROPOSED,CHANGE_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_578442,HIGH,"@British_Airways  wouldnt take my money for an upgrade to Denver this morning, and with over 25 seats available that was disappointing :-(",seat_or_upgrade,seat_or_upgrade,ESCALATE,ESCALATE,complaint_or_human_judgment,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_579921,HIGH,@British_Airways is there a toll free numberin the US for contacting regarding my flight. 1-800 247-9297 is saying calls cannot be completed,contact_or_human_escalation_request,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_584828,HIGH,"Hi @British_Airways how can I fill in the claim form for damaged baggage (within 7 day rule) when it is not available online, and when nobody picks up the phone?",baggage,baggage,ESCALATE,ESCALATE,other,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_587371,HIGH,@British_Airways I have these fruits I want to take on my flight to the UK and then Germany from US. Would they be allowed on the flights? https://t.co/KqhlYatFCW,baggage,baggage,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_623315,HIGH,"@British_Airways SAN to either RIC or any WAS airport, 12/20 - 12/30 flexible +/- a day or so on either side (but no flying on 12/31)",booking_change_or_cancellation,booking_change_or_cancellation,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_627007,HIGH,"@British_Airways terrible customer service - waited two months for a response, complaint clearly not properly read - and now told to claim through insurance for something that was entirely their fault. Useless.",contact_or_human_escalation_request,complaint_or_human_assistance,ESCALATE,ESCALATE,complaint_or_human_judgment,none,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_630270,HIGH,"@British_Airways Really upset with my treatment in regards to either looking for a name transfer/cancellation. Unfortunately I have bought tickets which have cost me a lot of money to allow my boyfriend to visit me, however he has since broken up with me leaving me out of pocket.",booking_change_or_cancellation,booking_change_or_cancellation,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_634124,HIGH,@British_Airways how is it ok to try and charge me over £300 when I tell you I now only want the 2nd flight of a return to Barcelona?!,booking_change_or_cancellation,booking_change_or_cancellation,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_644309,HIGH,@British_Airways BA0032 HKG to LHR - spot on service in WTP great food and friendly crew. Landed early as well. Good effort!,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_657039,HIGH,"@British_Airways Thank you. BTW, you looked after me really well on BA108 on 14 Nov. Credit where due, and it is, and many thanks to a great cabin team.",noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_661009,HIGH,"@British_Airways everyone was aware including the pilot, who wanted to move us but there was no room. £20 for a ruined holiday isn’t great",refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,compensation,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_66334,HIGH,@British_Airways not bad almost on time.,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_665195,HIGH,"@British_Airways hi, im flying with you tomorrow to america can take portable power packs and charge cables for devices with me (vita+phone)",baggage,baggage,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_666022,HIGH,"First time ever flying Business Class, and my head is spinning. @British_Airways is not messing around with this lounge. Damn.",noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_671532,HIGH,"@99027 @British_Airways Agreed. Depends how busy immigration for transfers is (obvs). The dedicated check-in/security/straight to the lounge process, though, is really quite brilliant. Also avoids the hustle &amp; bustle of the departures shopping area - bonus!",noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_6754,HIGH,Gee thanks @British_Airways you cancelled my flight and now I'll spend 4 hrs at LHR before my next flight. Oh joy!,flight_disruption,flight_disruption,ESCALATE,ESCALATE,other,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_688279,HIGH,Was so lovely to meet James Nesbitt last night celebrating @British_Airways raising #17million for #BAflyingstart #britishmuseum #changinglives https://t.co/fr3tP6lQJV,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_688502,HIGH,@British_Airways is anyone looking into the problem with your website that people are commenting on - it's been going on for two days now. unable to access your account when logged on,website_or_app_issue,website_or_app_issue,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_689051,HIGH,im about to cancel @British_Airways all together,contact_or_human_escalation_request,complaint_or_human_assistance,UNCERTAIN,UNCERTAIN,complaint_or_human_judgment,unclear_intent,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_693943,HIGH,"@British_Airways Hiya, I booked a flight two weeks ago and my holiday has now been cancelled - when I go online it says I am only entitled to a £30 refund when I paid £117 for the flight, I understand there is a £15 charge but why am i only getting £30 not £102",refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,payment_or_refund,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_705493,HIGH,"@British_Airways I have a transaction on my credit card for £48.74 saying ""ba Moto"" next to another transaction for the cost of my flights. What is this? Why am I being charged another 48.74??",refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,payment_or_refund,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_705984,HIGH,"If flying BA0545 Bologna to Heathrow today 18:35 on your birthday,it means you get a free upgrade to Club Europe right @British_Airways?😉🎁✈️",seat_or_upgrade,non_support_or_acknowledgement,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_707914,HIGH,"Hey @British_Airways my reserved &amp; confirmed seat on NAS-LHR is 4A (I have a screenshot from the website). When I go to checkin it get switched to 15J. Also happened to me on LHR-NAS. I expressly chose 4A for this flight. I'm not happy.
Can you help please ?",seat_or_upgrade,seat_or_upgrade,ESCALATE,ESCALATE,account_specific,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_70892,HIGH,"@British_Airways BA 1456 a fated flight tonight? Huge delay due to passengers not turning up, then broken tug, now forward hold lock fault.",flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_71047,HIGH,@British_Airways YouBASTARDS owe me $30 for wifi service I never got and $19 for a cup of tea. British Airways can kiss myASS. No more.👎👎👎,refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,payment_or_refund,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_71213,HIGH,It sucks.With Monarch Air going under.Ryan Air cutting their flights &amp; passengers being stranded everywhere Shame on  you @British_Airways https://t.co/tbRbIclm4w,contact_or_human_escalation_request,non_support_or_acknowledgement,ESCALATE,AUTO_HANDLE,,unclear_intent,CHANGE_PROPOSED,CHANGE_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_71985,HIGH,"Always good to see this view on a clear day, courtesy of a smooth flight on British Airways.  London 😊 https://t.co/8WgOoOoGA4",noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_725131,HIGH,@British_Airways - having complained about your decline in standards -I have to say how good the food was in business to NY yesterday 👍👍,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_729813,HIGH,@British_Airways Didn’t get a number. I’ve tried resetting my password and I’m not getting any emails,account_or_security,account_access_or_security,ESCALATE,ESCALATE,security_or_identity,none,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_733794,HIGH,"Sad times. As the @British_Airways Lounge is being refurbished at ABZ, we have to use the Northern Lights lounge instead. No free-pour Grey Goose! 😥 #FirstWorldProblems",noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_737110,HIGH,"@British_Airways I’m ever so humble to have won some flights but oh my days the hassle to get something booked is a joke, I’m sure it’s made hard so I can’t book by the deadline and lose the flights",contact_or_human_escalation_request,complaint_or_human_assistance,ESCALATE,ESCALATE,complaint_or_human_judgment,multi_intent,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_749232,HIGH,"@British_Airways, please update your SEA-LHR service! The 777-200 interiors are EXTREMELY tired and not worth the exorbitant fee/tax structures we pay. 787s would be ideal but if you need extra capacity then PLEASE consider new interiors (and Sat Wi-Fi) on this Tech City route!",contact_or_human_escalation_request,complaint_or_human_assistance,ESCALATE,AUTO_HANDLE,,none,CHANGE_PROPOSED,CHANGE_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_753573,HIGH,and back to #London ✈️ -  Missing my family already 😥 @British_Airways,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_755281,HIGH,"@British_Airways Take 2 - after yesterday’s cancelled LCA-LHR flight, we’ve just been removed from the gate w/ 25 mins to go cause “BA is delayed”. No one knows by how long. This is an absolute shit show.",flight_disruption,flight_disruption,ESCALATE,ESCALATE,other,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_755802,HIGH,@british_airways customer service officially suck. Clearly do not care too much about their passengers. Sad face!,contact_or_human_escalation_request,non_support_or_acknowledgement,UNCERTAIN,AUTO_HANDLE,,unclear_intent,CHANGE_PROPOSED,CHANGE_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_756799,HIGH,"@British_Airways Hi...are small drones allowed in hand luggage on BA flights ?

I have DJI Spark which I would like to take with me for some photography. (Flying out of Heathrow)

Thank you",baggage,baggage,AUTO_HANDLE,AUTO_HANDLE,,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_766761,HIGH,Absolutely disgusted @British_Airways at the cancellation and handling of flight ba2273 to New York yesterday afternnnon booked as a Christmas present for my wife and her friend they have lost a day of there holiday # shambles,flight_disruption,flight_disruption,ESCALATE,ESCALATE,complaint_or_human_judgment,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_76703,HIGH,Ok @British_Airways your new inflight safety video is funny. Still too many people in your North T5 lounge though,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_769697,HIGH,"@British_Airways please assist. Duty free charge gone off my card 22/11 - not travelled with you since 27/09 , who do I talk to?",refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,payment_or_refund,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_783910,HIGH,@British_Airways And this will be €50 yeah?,baggage,baggage,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_784998,HIGH,@British_Airways This is the state in which @British_Airways left my bag after I traveled to London on Saturday. I have been trying to get my claim dealt with since and I am so disappointed at the way this has been handled. https://t.co/j5gNSkkwnE,baggage,baggage,ESCALATE,ESCALATE,other,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_785861,HIGH,I’m getting use to my little aeroplanes @British_Airways #howcute 😂 #a321 next stop 🇵🇱 ttfn 👋.... https://t.co/076azlHxZ4,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_787976,HIGH,"Domestic travel in RSA has become a nightmare @British_Airways poor service, bad customer relations, poor time management. This is highly unprofessional.",contact_or_human_escalation_request,complaint_or_human_assistance,ESCALATE,ESCALATE,complaint_or_human_judgment,none,CHANGE_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_794863,HIGH,Thanks Chris from @British_Airways Aviation safety &amp; procedures were the topic for your guest session today! @103321,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_796180,HIGH,@British_Airways - tried to collect avios from a flight taken less than 6 months ago but your system won't let me... can you help?,refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,compensation,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_84220,HIGH,"When you fly @British_Airways these days, you're treated to security infos by, amongst others, @1765. 
Well done, @117823.",noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_90675,HIGH,@British_Airways I hope it haven’t dropped him in it... https://t.co/2HTKCvG54M,noise_or_off_topic_or_ack,noise_or_off_topic_or_ack,AUTO_HANDLE,AUTO_HANDLE,,other,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_98911,HIGH,"@British_Airways Morning!I wanted to change my flight last night, but couldn't.Logged on this morning &amp; it's now R1000 more expensive. Help!",booking_change_or_cancellation,booking_change_or_cancellation,ESCALATE,ESCALATE,account_specific,multi_intent,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_317554,MEDIUM,Another 2 hour delay -thanks @British_Airways. Every time I travel with you..,flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_336228,MEDIUM,Hey @British_Airways. Stuck on flight BA0015 at Heathrow. Everyones is getting a bit stressed. Any chance you can just crack the bar open?,flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_472183,MEDIUM,"@British_Airways I just booked a flight with you but haven't received a conformation, I don't want to double book - please advise?",website_or_app_issue,website_or_app_issue,ESCALATE,ESCALATE,account_specific,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_675895,MEDIUM,@British_Airways I’ve noticed that TPs and Avios are wrong for future booking - do I let you know b4 flights or after ?,refund_or_compensation,refund_or_compensation,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_71387,MEDIUM,"@British_Airways help pls..
Want to return from Bcn to Lhr on 5th march.its giving me just one flight and stating all others unavailable",website_or_app_issue,website_or_app_issue,ESCALATE,ESCALATE,account_specific,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_755275,MEDIUM,Delayed on flight from NCL to LHR with @British_Airways - will be there to meet my fellow trade missioners ASAP - sorry!,flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_106562,LOW,"@British_Airways Can you please give an honest reason for the delay on BA8704 LCY to EDI? No crew now an tech issue. Oh, and departure board still says now leaving at 9am??",flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_122456,LOW,@British_Airways can I use an expired passport for a domestic flight? (been expired for a few months),information_or_policy,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_123629,LOW,"@British_Airways Good morning, what is the process for receiving information on air miles?",information_or_policy,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_1392,LOW,@British_Airways Hi I'm trying to check in online but it won't let me continue without a visa number. Im travelling to USA so I have an ESTA,website_or_app_issue,website_or_app_issue,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_154364,LOW,@British_Airways Is it possible to change the return date for one person on my booking and not the other?,booking_change_or_cancellation,booking_change_or_cancellation,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_155506,LOW,@British_Airways won't let me check in online for my flight tomorrow morning. Help a brother out,website_or_app_issue,website_or_app_issue,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_163928,LOW,@British_Airways sitting in Munich flight is delayed and no one says anything. Previous flight was two hours delayed. Becoming typical,flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_174566,LOW,"@British_Airways Two flights in a row my baggage has not come on the same flight as me. Am a loyal customer, but not sure this can again.",baggage,baggage,ESCALATE,ESCALATE,other,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_175984,LOW,"@British_Airways Possible bug on your website? Booked 2 awards for 2 pax each, both times confirmation page said I’ll get a confirmation e-mail to e-mail address of person 1 but it went to person 2 in the booking.",website_or_app_issue,website_or_app_issue,ESCALATE,ESCALATE,account_specific,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_179834,LOW,@British_Airways Do you sell model aircraft on board? Specifically the A319 or A320. NOTHING shows on the HighLife online store. Thanks,information_or_policy,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_213215,LOW,"@British_Airways is there something wrong regarding my flight from Aarhus to Sthlm, Bromma today at 1655? Ba8291",flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_216956,LOW,"@British_Airways Good morning, it's been one month I cancelled my flight, still not refunded for taxes. Could you please check ?",refund_or_compensation,refund_or_compensation,ESCALATE,ESCALATE,payment_or_refund,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_252288,LOW,@British_Airways Currently waiting for a delayed flight to Kuala Lumper. To catch a BA flight to the U.K. at 23:10 (BA0034)....,flight_disruption,flight_disruption,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_252735,LOW,@British_Airways do your LHR-LAX flights have WiFi and power outlets in all seats? Thanks,information_or_policy,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_26002,LOW,@British_Airways Hi. One question. How can I check the booking class of my flight? It's not shown in e-ticket receipt or boarding pass.,information_or_policy,information_or_policy,ESCALATE,AUTO_HANDLE,,none,KEEP_PROPOSED,CHANGE_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_28722,LOW,@British_Airways can I also ask is it a full fare for a 2 year old and a 3 year old? London to Barbados? Thank you,information_or_policy,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_291361,LOW,@British_Airways Good Morning! Is it correct that I can have a Avois Number and a Frequent Flyer Number in my Booking?(1),information_or_policy,information_or_policy,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_301699,LOW,"@British_Airways how about testing a new website before launching, very buggy in Chrome #badUX",website_or_app_issue,website_or_app_issue,AUTO_HANDLE,AUTO_HANDLE,,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
BA_307083,LOW,@British_Airways So why have I been told that flight BA8492 is delayed by 1hr when FlightAware tells me the plane landed last night???,flight_disruption,flight_disruption,ESCALATE,ESCALATE,account_specific,none,KEEP_PROPOSED,KEEP_PROPOSED,ASSISTANT-RECOMMENDED / AWAITING HUMAN CONFIRMATION,,,,
