example_id,conv_id,target_tweet_id,target_author_id,target_created_ts,customer_message,message_chars,message_words,is_first_inbound,target_position,n_inbound_total,conv_tweets_total,n_brand_tweets_total,prior_context,reference_brand_reply,has_brand_reply_after,bucket_primary,bucket_hits,is_conflict,sample_slice,intent,intent_confidence,secondary_intent,resolution_observable,resolution_type,escalation_label,escalation_reason,noise_flag,ambiguity_flag,annotator_notes
BA_255518,255518,1059142,300160,2017-10-23 10:36:40+05:30,@British_Airways Who do i contact to get an international flight  datechanged?,78,11,True,1,1,3,2,,"@300160 Hi Mike, you should be able to make changes on https://t.co/2Ty8CEO0Dq, under Manage My Booking using your booking reference, or you can 1/2",True,contact_or_complaint,contact_or_complaint,False,main,,,,,,,,,,
BA_261585,261585,1083211,375516,2017-10-23 16:58:23+05:30,"@British_Airways since flight BA0775 is delayed over 2 hours, where can I claim my free food and drink in ARN departures?",121,21,True,1,3,7,4,,@375516 Hi Owen. Apologies for the late reply and I'm sorry to hear your flight was delayed today too. I do hope you managed to speak to a 1/2,True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_264086,264086,1092617,299162,2017-10-15 00:38:08+05:30,@British_Airways Hi. I'm unable to to add my Avios Number to my Booking?,72,13,True,1,2,4,2,,"@299162 Apologies for our late reply, Henry. We can update your booking for you. DM us your booking ref, Executive Club number, 1/2",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_269432,269432,1113047,382689,2017-10-14 00:05:33+05:30,Brilliant afternoon watching fashion show with @321095. Fab! Thanks @British_Airways. Such great fun,100,13,True,1,1,2,1,,"@382689 You're welcome, Laura. We're glad to hear you enjoyed it! ^Anthony",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_272277,272277,1124753,352783,2017-10-24 00:19:45+05:30,well done @British_Airways landing it low vis at @47102 when @120200 turned back to LGW #NiceOneBA,98,16,True,1,1,2,1,,"@352783 Hi Russell, sorry for the late reply. Thank you for your lovely feedback. Have a good day! ^Danielle.",True,other,other,False,main,,,,,,,,,,
BA_278441,278441,1150105,390639,2017-10-24 14:03:14+05:30,@British_Airways you are a joke!  From seven flights a day to and from Belfast now down to Three or four depends on the day. Just pathetic!,139,26,True,1,1,3,2,,"@390639 Hi, we're sorry you're unhappy with the changes to our schedules to Belfast. We review our schedules continuously, and it's 1/2",True,other,other,False,main,,,,,,,,,,
BA_288483,288483,1189904,385718,2017-10-25 03:23:37+05:30,Dear @British_Airways Sorry but again problem with my seating. I thought your policy was first come first serves basis? What’s wrong!! 😩,136,22,True,1,4,6,2,,@385718 Sorry Lily. If we have a change of aircraft this can happen and the seats are re-assigned robotically. 1/2,True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
BA_291361,291361,1201513,280761,2017-10-25 15:39:14+05:30,@British_Airways Good Morning! Is it correct that I can have a Avois Number and a Frequent Flyer Number in my Booking?(1),121,21,True,1,1,2,1,,@280761 Yes that's right Maximilian. If your Avios number is the first number in your booking that will be picked up for Avios Points. 1/2,True,other,other,False,main,,,,,,,,,,
BA_294773,294773,1215796,405293,2017-10-25 20:06:29+05:30,@British_Airways How can I contact you regarding cancelling a return flight? I can not phone as I live abroad and you do not have an email address???,149,27,True,1,1,3,2,,"@405293 We're sorry you're having problems contacting our Change Booking team. Please DM us the booking reference, full name, address and mobile 1/2",True,booking_change_or_cancellation,booking_change_or_cancellation|contact_or_complaint|information_or_policy,True,borderline,,,,,,,,,,
BA_301699,301699,1242420,411454,2017-10-26 00:40:02+05:30,"@British_Airways how about testing a new website before launching, very buggy in Chrome #badUX",94,14,True,1,1,2,1,,"@411454 We're sorry to hear that you've had issues, Adam. Have you tried another browser and/or device? ^Julie",True,website_or_app_issue,website_or_app_issue,False,main,,,,,,,,,,
BA_307083,307083,1264776,416165,2017-10-26 13:50:17+05:30,@British_Airways So why have I been told that flight BA8492 is delayed by 1hr when FlightAware tells me the plane landed last night???,134,23,True,1,1,2,1,,"@416165 Hi Mark, we apologise for the delay. Could you DM us your booking reference, full name and phone number? ^Chris",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_317554,317554,1306207,425245,2017-10-16 06:32:59+05:30,Another 2 hour delay -thanks @British_Airways. Every time I travel with you..,77,12,True,1,1,3,2,,"@425245 We're disappointed to hear that, Russ. We hope the airport staff offered you an explanation for the delay. Please accept our 1/2",True,flight_disruption,flight_disruption|noise_or_off_topic,False,main,,,,,,,,,,
BA_318162,318162,1308401,425762,2017-10-27 00:31:37+05:30,Hi @British_Airways - I read that there is a strike planned for Italy tomorrow. Will this impact BA572 flight to Milan Malpensa? Thanks.,136,23,True,1,1,2,1,,"@425762 Hi, we're expecting BA572 to operate normally this morning. You can check the latest info at https://t.co/BFVbm8WBFe. ^BS",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_321039,321039,1320705,428369,2017-10-27 03:54:56+05:30,@British_Airways Hooray for BA.#ThomasCookAirlines bumped my son in Cancun. BA flying him home !,96,14,True,1,1,2,1,,"@428369 Great to hear this, Richard! We hope he has a nice flight. ^Danielle",True,other,other,False,main,,,,,,,,,,
BA_331684,331684,1365097,286385,2017-10-28 02:21:08+05:30,"Filthy seat, careless service and 6500€ wasted on a business class ticket @British_Airways to LA with the new A380. Another disappointment. https://t.co/y8a3WeLnVz",163,22,True,1,1,2,1,,"@286385 That's disappointing to hear, Giovanna! If you let me know your flight number, I'll be happy to feed this back for you. ^BS",True,seat_or_upgrade,seat_or_upgrade,False,main,,,,,,,,,,
BA_334633,334633,1376254,391303,2017-10-27 23:10:19+05:30,@British_Airways flew on your 777 to St Lucia from Gatwick. Big disappointment. Poor food and enterntainment system from the 80’s 👎🏽,132,21,True,1,1,2,1,,@391303 Hi Rahul.  We're sorry you didn't enjoy your experience with us today.  We hope your child is feeling better soon.  ^N,True,other,other,False,main,,,,,,,,,,
BA_336228,336228,1382544,441756,2017-10-28 03:40:56+05:30,Hey @British_Airways. Stuck on flight BA0015 at Heathrow. Everyones is getting a bit stressed. Any chance you can just crack the bar open?,138,23,True,1,1,2,1,,"@441756 We're sorry for the inconvenience caused, Mike. We hope the flight crew kept you informed. ^Linda",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_337964,337964,1388622,441828,2017-10-28 15:38:36+05:30,It seems that @British_Airways is now Ryanair but twice as expensive https://t.co/05qsK5KYAJ,92,12,True,1,7,10,3,,"@441828 Hi Tim, we're sorry you feel this way. If you would like us to look into the type of ticket you purchased please DM your number, email 1/2",True,other,other,False,main,,,,,,,,,,
BA_349968,349968,1437596,453729,2017-11-02 03:57:05+05:30,@British_Airways what is the best number to call in an emergency!,65,11,True,1,1,3,2,,"@453729 We're sorry for the delay in responding to you, Adam. Please follow this link for our contact details: https://t.co/eZHtMInQRK. 1/2",True,contact_or_complaint,contact_or_complaint|information_or_policy,True,borderline,,,,,,,,,,
BA_351856,351856,1445389,374528,2017-04-25 23:22:38+05:30,Hi @British_Airways I'm filing a lawsuit against you guys in the US. Where should I have my lawyer send the paperwork?,118,21,True,1,3,7,4,,"@374528 Hi Paul, you can send it to: British Airways,
Customer Relations (S506) ,
PO Box 1126,
Uxbridge,
UB8 9XS,
United Kingdom.  ^L",True,other,other,False,main,,,,,,,,,,
BA_358073,358073,1468576,381717,2017-11-03 04:38:32+05:30,@British_Airways Shockingly-bleak connection from Montego Bay to Kingston. A disappointing start to my trip back to London today.,129,18,True,1,1,2,1,,"@381717 Hi Milla, what was it about the flight that you didn't enjoy? ^Kimbers",True,other,other,False,main,,,,,,,,,,
BA_358078,358078,1468599,460884,2017-11-03 01:36:17+05:30,"Well done @British_Airways , check in 6 hours before my flight and still my bag can't get to the plane, stuff I need for a business meeting",139,27,True,1,2,5,3,,"@460884 We're so sorry, Nigel. Sometimes a bag is removed from the baggage belt by security or customs and then has to go back through the 1/2",True,baggage,baggage,False,main,,,,,,,,,,
BA_361147,361147,1479900,463640,2017-11-03 11:52:35+05:30,@British_Airways Malta flight has been delayed 2 hours but due to connect to NCL via LHR at 12:20. What happens if I don't arrive on time?,138,26,True,1,2,5,3,,"@463640 Hi Adam,  sorry for the delay to your flight from Malta. Is your flight to Newcastle on the same booking? If so, our airport staff will 1/2",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_362535,362535,1485103,464870,2017-10-16 19:20:40+05:30,"@British_Airways So last month, when BA BA66 to London late, so missed Moscow connection BA downgraded me and  pay £1.52 compensation!!!",136,21,True,1,1,2,1,,@464870 I think we need to look into this. Can you DM us your phone number so that we can call you to discuss this? ^Linds,True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_365162,365162,1495367,197773,2017-11-03 14:39:36+05:30,"In term 5 @119137 waiting for delayed NCL @British_Airways flight, the fog is so think I can’t see planes sitting in front of me",128,24,True,1,2,4,2,,"@197773 We're really sorry you've been affected by the weather disruption, Simon. We hope you're not kept waiting too much longer. ^HP",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_375254,375254,1535645,476163,2017-11-03 23:17:50+05:30,"Thanks to @British_Airways and their “weather” related cancellations in LHR today, I’m down an additional £105 for train from LHR to Leeds",138,22,True,1,1,3,2,,"@476163 Sorry for any inconvenience, c00sa. We understand how frustrating cancellations can be, however they're sometimes unavoidable, 1/2",True,booking_change_or_cancellation,booking_change_or_cancellation|noise_or_off_topic,False,main,,,,,,,,,,
BA_379506,379506,1551482,480095,2017-11-03 23:48:48+05:30,@British_Airways Terrible service at Heathrow this morning. Now stuck in Madrid trying to get to Havana without going via Med city. HELP?,137,22,True,1,1,2,1,,"@480095 Hi Alison, we're sorry we were unable to get back to you sooner. Have you managed to get your flight rebooked? ^Natalie",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_383968,383968,1568994,484033,2017-11-04 16:02:44+05:30,Couldn't believe how much the flight attendant from @British_Airways looked like my friend @80569 😂 thanks for being a sport and posing for a photo dude 👊🏻 https://t.co/9bMoTK3KJq,179,28,True,1,2,4,2,,"@484033 Thanks for your Tweet, Louis. I hope you had a great flight too! ^Kev",True,information_or_policy,information_or_policy|noise_or_off_topic,False,main,,,,,,,,,,
BA_408652,408652,1662382,187666,2017-11-06 13:24:58+05:30,@British_Airways I’m on the 9:05 shuttle MAN-LHR. Connection to IAD at 11:25. Will I make it?,93,16,True,1,7,14,7,,"@187666 We’re sorry you’ve been delayed, Natalie. Please DM us your booking ref, email and contact number and we’ll check this out further for you^C",True,other,other,False,main,,,,,,,,,,
BA_409290,409290,1665463,507453,2017-11-06 13:41:53+05:30,"@British_Airways   I flight to London ,my final destination is  Torino.i ask connection of these flights and luggage  to final destination.",139,20,True,1,3,7,4,,"@507453 Hi Chiara, we'd need to check your booking to advise on connection times and baggage allowances. Please DM your full name, booking ref 1/2",True,baggage,baggage,False,main,,,,,,,,,,
BA_409640,409640,1666837,507738,2017-11-06 16:34:41+05:30,Arrived in Lyon to celebrate my birthdays. Bags didn’t make it 😢@British_Airways,80,12,True,1,1,2,1,,"@507738 We’re sorry to hear this Kian, our team is working hard to reunite you with your bags as soon as possible. ^Kieran",True,baggage,baggage,False,main,,,,,,,,,,
BA_410230,410230,1669175,508246,2017-11-05 21:33:24+05:30,@British_Airways can you please DM me about missing flight credits please. Thanks,81,12,True,1,2,5,3,,"@508246 Hi Derry, can you DM us your full name, Executive Club number, email address, tel number and any applicable booking refs please? ^Linds",True,contact_or_complaint,contact_or_complaint|noise_or_off_topic,False,main,,,,,,,,,,
BA_410381,410381,1669769,508371,2017-11-06 16:57:02+05:30,"@British_Airways BA219... 9hr flight, no USB charger slots and a faulty B&amp;W only screen. Disgraceful. Totally disgraceful.😕 https://t.co/ZN5Z7CCiOc",151,18,True,1,1,2,1,,"@508371 Our apologies for this, Zoffin! This certainly isn't how it should be. We'll pass this on to our Customer Experience team. ^Alex",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_417056,417056,1694699,232745,2017-11-07 00:17:11+05:30,Seats 1K &amp; 2K on @British_Airways 246 GRU-LHR overnight 🥂 cheers! https://t.co/54ng0NhFuP,93,12,True,1,2,4,2,,"@232745 Cheers, David! You both look like you're enjoying First. Have a great flight. ^Lindy",True,seat_or_upgrade,seat_or_upgrade,False,main,,,,,,,,,,
BA_423824,423824,1719300,520479,2017-11-08 04:36:47+05:30,"@British_Airways A bad back so I can't sit in the rows by the emergency exits. Need to incline the back rest. My husband, too. Thank you.",137,26,False,3,3,5,2,"[CUSTOMER @ 2017-11-07 04:16:01+05:30] @British_Airways I have  flights with you (in March 2018) and want to know if it's possible to select seats now without extra costs. Thanks.
[BRAND @ 2017-11-07 12:17:05+05:30] @520479 Hi Judy, do you have a medical condition we need to know about or are you a member of the Executive Club?  ^Marie","@520479 Hi, Judy. Could you DM us a bit more info please? We'll also need your booking ref, email and contact number. Many thanks. ^Lisa",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_424561,424561,1722264,135701,2017-11-07 13:47:25+05:30,Gate&gt;Customs&gt;Car in less than 7mins! Thanks #T5 and @119137 @British_Airways #keepsmerolling,98,11,True,1,1,2,1,,"@135701 Wow, that is some going, Chris.  Going to call you Speedy from now on!  Enjoy the rest of your day!  ^Marie",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_440828,440828,1781920,535372,2017-10-17 21:36:21+05:30,@British_Airways I've just been charged by TOURVEST-BA on a day I didn't fly with BA. Didn't buy anything the entire month. Explain please.,139,23,True,1,1,3,2,,"@535372 Hi Dju. Could you drop us a DM including your full name, email, full address and any other information...1/2",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_442748,442748,1787615,324589,2017-10-18 05:02:52+05:30,@British_Airways  thx for incredible assistance this evening. BA at its finest thank you!,89,13,True,1,1,2,1,,"@324589 You're more than welcome, John. Thanks for the lovely feedback! ^Lolly",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_451515,451515,1813674,544861,2017-10-15 14:12:16+05:30,"@British_Airways trying to check in for early flight tom, saying locked try again in 24 hrs can you help ?",106,20,True,1,1,2,1,,"@544861 I’m not able to assist you with online check in, Stewart. You will need to check in at the airport. My apologies for any inconvenience. ^DR",True,other,other,False,main,,,,,,,,,,
BA_465615,465615,1863122,177375,2017-10-20 15:31:31+05:30,@British_Airways How is it technicaly possible that I only see 3 of 4 legs (1 ticket) in my account? There are 4 in the pnr.,124,25,True,1,3,5,2,,"@177375 That does sound odd, Lars. So we can take a look for you, please can you follow us and DM the booking reference, your full name, email 1/2",True,account_or_security,account_or_security,False,main,,,,,,,,,,
BA_466171,466171,1864918,176547,2017-10-20 18:22:25+05:30,"Having had no decent response @British_Airways explaining nasty conditions last 2 flights Montpellier Airport, marketing email unappreciated",140,17,True,1,1,2,1,,"@176547 This is concerning to hear, could you please DM us your full name, email address and case references. We’ll look into this for you. ^Kieran",True,contact_or_complaint,contact_or_complaint,False,main,,,,,,,,,,
BA_470151,470151,1877521,215486,2017-10-30 18:06:13+05:30,"@British_Airways I'm returning on this flight and need a gluten free meal, please (was ordered on outward flight - but wasn't available) https://t.co/HV17IxA1Ms",160,23,True,1,2,6,4,,@215486 Hi Danny. You can request a specific meal yourself on Manage My Booking on https://t.co/2Ty8CEO0Dq. You must do this at least 24 hours 1/2,True,other,other,False,main,,,,,,,,,,
BA_472183,472183,1883908,562133,2017-10-22 22:06:00+05:30,"@British_Airways I just booked a flight with you but haven't received a conformation, I don't want to double book - please advise?",130,22,True,1,2,3,1,,"@562133 Can you DM us the details of your flights, your email address and telephone number so that we can locate your booking in our system? ^Linds",True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
BA_475430,475430,1894683,188988,2017-10-24 01:30:07+05:30,@British_Airways I was charged twice for the same flight. Can someone help?,75,12,True,1,1,2,1,,"@188988 Can you send a DM with some more details so we can look into this? Please include booking reference, full name, email and contact number. ^T",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_477490,477490,1900704,566419,2017-10-18 15:03:42+05:30,@British_Airways I will be travelling from South Africa to the UK in December and then back to South Africa in January. Will I be able to bring my laptop as hand luggage on both flights ?,187,36,True,1,1,2,1,,"@566419 Hi, there are currently no restrictions on laptops to and from South Africa.  Please check nearer the time. ^Lynn",True,baggage,baggage,False,main,,,,,,,,,,
BA_479193,479193,1905662,567855,2017-10-25 17:10:59+05:30,@British_Airways I want to erase a name in my household account (i’m the head of Household) but there is an error message every time.,133,24,True,1,2,4,2,,"@567855 Hi, Oliver. Please DM us a screen shot of the error message. We would like to look into this for you but also need your Executive Club 1/2",True,account_or_security,account_or_security|website_or_app_issue,True,borderline,,,,,,,,,,
BA_481598,481598,1913190,569883,2017-10-25 21:58:54+05:30,"How now, @British_Airways ? How do I specify a kosher meal for my Jnb-Cpt flight BA6425 tomorrow?",97,17,True,1,1,3,2,,"@569883 Hi there. Special kosher meals must be requested online at https://t.co/2Ty8CEO0Dq or directly with us. However, we must have 24 hours 1/2",True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
BA_481784,481784,1913737,570046,2017-10-31 15:51:37+05:30,@British_Airways happy Halloween to all,39,5,True,1,1,2,1,,"@570046 You too, Calvin! ^Cec",True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
BA_485276,485276,1924852,141131,2017-10-27 11:59:38+05:30,6 minutes to check-in and get through security - love T5 on calm mornings #Heathrow @British_Airways https://t.co/nOmMT4Rwvk,124,17,True,1,1,2,1,,"@141131 Hi Adam, we're very happy to hear you had a smooth check in experience today. We'll pass on your feedback to the airport. ^Claire",True,account_or_security,account_or_security|noise_or_off_topic,False,main,,,,,,,,,,
BA_487360,487360,1931135,574655,2017-10-28 17:04:08+05:30,@British_Airways my flight BA7017 was cancelled last Saturday and BA abandoned me and my family at Bristol Airport. Poor customer care! 😡,137,22,True,1,1,2,1,,"@574655 We're sorry your flight was cancelled, please DM your booking reference, email and number so we can look into this for you. ^Lynn",True,flight_disruption,flight_disruption|booking_change_or_cancellation,True,borderline,,,,,,,,,,
BA_492183,492183,1947702,578746,2017-10-30 14:46:15+05:30,"@British_Airways my son travels from Miami to Ams, with a transfer in LHR Will his bagage be transferred automatically to terminal 5?",133,22,True,1,2,4,2,,@578746 If your son is travelling with us all the way this should be fine. Ask him to mention it when he drops his bag off and this shouldn't 1/2,True,other,other,False,main,,,,,,,,,,
BA_495495,495495,1960772,581561,2017-11-27 05:32:18+05:30,@British_Airways Got no reply ! No surprise  BA is shit,55,10,False,4,4,5,1,"[BRAND @ 2017-11-26 15:35:31+05:30] @581561 We're concerned to hear that, Chris. Please tell us what's happened? We can arrange to call you back. DM us your booking reference, email address and contact number. ^Linda
[CUSTOMER @ 2017-11-26 17:59:20+05:30] @British_Airways Thanks Linda I’ve DM’d you with my Email ad thanks",,False,other,other,False,main,,,,,,,,,,
BA_496691,496691,1965282,582572,2017-10-31 04:59:50+05:30,@British_Airways flight number ba0471 bcn/lhr delayed over 3 hours with no food onboard #jokeairline,100,14,True,1,3,6,3,,"@582572 Hi Shaun, we're sorry to hear you were delayed for so long, I know there was then a change of aircraft. I hope the crew updated you. ^Dani",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_505719,505719,1995672,590127,2017-11-03 15:52:58+05:30,Gr8 cust serv from @British_Airways 2day. BA2771 delayed by fog we r on plane and being kept well updated Capt answering questions in cabin,139,24,True,1,1,2,1,,"@590127 Hi Michael, we're sorry for the delay to your flight from Jersey. We're glad you were kept updated on board. Hope you enjoyed your flight.",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_508011,508011,2002156,592025,2017-11-03 20:22:37+05:30,Awwwww @British_Airways what’s going on?! 364 delayed by 90 mins!!! *pout* Better be some good tea on board at that late hour!! ;-),131,23,True,1,1,2,1,,"@592025 Hi Michael, I've checked our system and I can see that BA364 departed on time this evening. I hope you enjoyed your flight. ^BS",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_509781,509781,2007271,589127,2017-11-04 18:55:32+05:30,Looking forward to another Business flight with @British_Airways to Saudi. Do need to follow up on a claim 4 a delay from month ago though!,139,25,True,1,1,2,1,,"@589127 We hope you have a successful business trip, Arran. Please DM the case ref, email and postal address from your claim, so we help with it. ^T",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_510140,510140,2008329,593868,2017-11-04 16:54:43+05:30,Totally agree @British_Airways these guys are a credit to you https://t.co/jywQlsP9QO,85,11,True,1,1,2,1,,@593868 Thanks for your tweet Nicola . We really like how much you think of our Cabin crew and how special they make you and others feel. ^Oliver,True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_521268,521268,2040574,286821,2017-10-19 00:28:53+05:30,@British_Airways Your site is full of problems. Seriously! 😑,60,9,True,1,2,4,2,,@286821 Oh! We're not aware of any problems. What issues are you experiencing and is there anything we can help you with? ^JR,True,website_or_app_issue,website_or_app_issue,False,main,,,,,,,,,,
BA_525809,525809,2053177,607201,2017-10-06 02:50:00+05:30,When @British_Airways decides to cancel your flight and you have to drive instead. Thanks! #fail https://t.co/LdL7yNE5in,120,16,True,1,1,2,1,,@607201 Hi Richard.  Apologies for the late reply.  We're sorry your flight was cancelled.  Did the staff not offer an alternative flight? ^N,True,booking_change_or_cancellation,booking_change_or_cancellation|noise_or_off_topic,False,main,,,,,,,,,,
BA_534245,534245,2076712,437315,2017-10-09 13:46:15+05:30,"Hey @British_Airways, I love you! You have made travelling with my less-able mum to &amp; from Dubrovnik an absolute breeze. Thank you.",135,22,True,1,1,2,1,,"@437315 We're so pleased to hear that, Amy. Thanks for your positive feedback. We look forward to welcoming you and your mum on board again soon. ^L",True,noise_or_off_topic,noise_or_off_topic,False,main,,,,,,,,,,
BA_534669,534669,2077893,614544,2017-12-01 01:04:48+05:30,"@British_Airways I was considering subscribing to the executive club but need to ask a question before I do. How long are the miles valid for, and if I get the credit card making regular monthly purchases do they become unexpirable?",232,40,True,1,1,2,1,,"@614544 Hi Alexandre, Avios will expire if your account is inactive for 36 months. If you're continuously earning then your points won't expire. We hope this helps. ^Natalie",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_542508,542508,2103904,551233,2017-11-08 16:11:22+05:30,Smooth journey through Terminal 3 at @119137 and now relaxing in the @British_Airways lounge. Next stop #Vegas,110,17,True,1,1,2,1,,"@551233 That's fantastic, hope you enjoy the lounge experience. Thanks. ^Raj",True,other,other,False,main,,,,,,,,,,
BA_542898,542898,2105484,621470,2017-11-08 18:01:13+05:30,@British_Airways in first lounge T5. Printer not working. Not a single staff member knows what to do. Keep saying not their problem!!!,134,22,True,1,4,10,6,,"@621470 Sorry the staff aren't very helpful, Allison. Have they said if they have reported the printer? We'll get your feedback passed on. ^Sarah",True,other,other,False,main,,,,,,,,,,
BA_544277,544277,2110393,622563,2017-11-08 21:06:23+05:30,@British_Airways Hi. We’re booked on BA142 at 03.20 from DEL to LHR. But our flight from GOI to DEL is delayed from 21.55 to 23.55 1/3,134,26,True,1,4,8,4,,"@622563 Hi Kaya, sorry for the delay on your flight! If for any reason you miss your connecting flight, the airport will 1/2",True,flight_disruption,flight_disruption,False,main,,,,,,,,,,
BA_547282,547282,2121438,625025,2017-10-19 10:51:05+05:30,Don't ever fly with them. They are unprofessional and lost our flights then up charged us to just get a flight back home @British_Airways,137,24,True,1,3,6,3,,"@625025 Hi Jimmyy, we're sorry to hear this. Please let us know if we can assist you. ^Bm",True,refund_or_compensation,refund_or_compensation,False,main,,,,,,,,,,
BA_551416,551416,2135810,628337,2017-10-19 13:16:03+05:30,Baby it's #cold outside #todaysoffice on @british_airways flight from #Gothenburg to #London https://t.co/KDk4gnF0lF,116,13,True,1,1,2,1,,"@628337 Hi Zoe, so very nice to have you on board. London baking today with highs of 18! ^Bm",True,other,other,False,main,,,,,,,,,,
BA_567068,567068,2189893,641092,2017-11-10 00:40:46+05:30,@British_Airways could you please tell me how we contact your customer services while abroad without having to call?,116,18,True,1,1,2,1,,"@641092 Just Tweet your details and your question, Kyle. We're here 24/7 and happy to help. we're following you so you can DM your personal info.",True,contact_or_complaint,contact_or_complaint|information_or_policy,True,borderline,,,,,,,,,,
BA_567093,567093,2190014,641112,2017-11-09 21:46:44+05:30,"Shocking phone conversation w @British_Airways customer relations today who basically told us to f*** off when we asked about compensation for extra costs due to 24 hr flight delay - now asked 3 diff ppl, still have no idea!",224,39,True,1,3,6,3,,"@641112 We're very disappointed to hear this, Helen. Did our Customer Relations team provide a reason for this? ^Jane",True,refund_or_compensation,refund_or_compensation|flight_disruption|contact_or_complaint,True,borderline,,,,,,,,,,
BA_568345,568345,2194493,642148,2017-11-16 05:39:10+05:30,"@British_Airways Oh ok, so it £7 to pick a seat. £10 to pick a seat of the exact same description, no difference and £12 to pick a seat at fire exit. Come on @British_Airways you are not Ryanair or is that who you are setting your standards against. That’s conning the passengers by pretence.",292,54,False,3,5,11,6,"[CUSTOMER @ 2017-11-16 01:50:47+05:30] @British_Airways long busy day and looking forward to relaxing with extra leg room that I’d paid £10 for on the BA1478 840pm LHR to GLA to find it is no different from the other seats and no extra leg room. #disappointed #falseadvertising
[BRAND @ 2017-11-16 02:51:56+05:30] @642148 I'm sorry you were disappointed, David. We don't advertise seats as having extra legroom. Can you tell me where you saw this? ^Hel","@642148 Hi David, I'm sorry you're unhappy with our seating policy. Passengers value being seated with the rest of their travel party, selecting a specific part of the aircraft because they're nervous flyers and for many other reasons aside from legroom. We offer prepaid seating 1/2",True,seat_or_upgrade,seat_or_upgrade,False,main,,,,,,,,,,
BA_569197,569197,2197494,642818,2017-11-10 04:13:03+05:30,"@British_Airways - Is there still an issue doing online checkin? Your customer service person said there was an issue about 6 hours ago, but I am still unable to checkin. Has the problem not yet been fixed? Thanks",213,38,True,1,1,2,1,,@642818 Online check in can be unavailable for a variety of reasons. If you're unable to use the online option you can check in at the airport. ^Hel,True,website_or_app_issue,website_or_app_issue|information_or_policy|noise_or_off_topic,True,borderline,,,,,,,,,,
BA_569199,569199,2197499,642819,2017-11-10 04:04:50+05:30,@British_Airways people are quick to complain however I wanted to say how Fantastic the crew were on BA143 on Wednesday. Best crew I’ve had the pleasure of flying with.,168,29,True,1,1,2,1,,"@642819 Great to hear, Chris! Exactly what we aim for. If you wanted, you can thank them direct here: https://t.co/BJbi8S5HWI ^Hel",True,contact_or_complaint,contact_or_complaint|noise_or_off_topic,False,main,,,,,,,,,,
BA_577348,577348,2225209,636245,2017-11-10 14:13:59+05:30,According to @British_Airways this is “leg room” I am 5’ 11” so not a giant! https://t.co/sC6T174KqS,100,16,True,1,1,2,1,,"@636245 We're sorry you're disappointed, Gary. We'll feed your comments back. ^P",True,seat_or_upgrade,seat_or_upgrade,False,main,,,,,,,,,,
BA_578442,578442,2228768,221608,2017-11-10 16:23:08+05:30,"@British_Airways  wouldnt take my money for an upgrade to Denver this morning, and with over 25 seats available that was disappointing :-(",138,22,True,1,1,2,1,,"@221608 That's concerning to hear, Paul. Were you advised why an upgrade wasn't possible? ^P",True,seat_or_upgrade,seat_or_upgrade,False,main,,,,,,,,,,
BA_579921,579921,2233850,651625,2017-11-10 18:40:08+05:30,@British_Airways is there a toll free numberin the US for contacting regarding my flight. 1-800 247-9297 is saying calls cannot be completed,140,22,True,1,1,2,1,,"@651625 Hi Barrie, sorry you haven't been able to reach us when you called. Maybe we can help. You can DM us the details if you prefer. ^Lindy",True,information_or_policy,information_or_policy,False,main,,,,,,,,,,
